rank,visitors_m,city_gaps,country,city,landmark,slug,idx,flickr_search_url,photo_url,owner,owner_url,status,notes
0.1,0.12,1,Djibouti,Djibouti City,Maskali Islands,djibouti-city,7,https://www.flickr.com/search/?text=Maskali%20Islands%20Djibouti%20City&license=0,,,,not asked,
0.1,0.12,1,Djibouti,Djibouti City,Lake Assal,djibouti-city,8,https://www.flickr.com/search/?text=Lake%20Assal%20Djibouti%20City&license=0,,,,not asked,
0.1,0.12,1,Djibouti,Djibouti City,Arta Beach,djibouti-city,9,https://www.flickr.com/search/?text=Arta%20Beach%20Djibouti%20City&license=0,,,,not asked,
0.1,0.12,1,Indonesia,Labuan Bajo,Cunca Wulang Waterfall,labuan-bajo,6,https://www.flickr.com/search/?text=Cunca%20Wulang%20Waterfall%20Labuan%20Bajo&license=0,,,,not asked,
0.1,0.12,1,Indonesia,Magelang,OHD Museum,magelang,8,https://www.flickr.com/search/?text=OHD%20Museum%20Magelang&license=0,,,,not asked,
0.1,0.06,2,Indonesia,Manado,Pasar Bersehati,manado,7,https://www.flickr.com/search/?text=Pasar%20Bersehati%20Manado&license=0,,,,not asked,
0.1,0.06,2,Indonesia,Manado,Manado Town Square (Mantos),manado,9,https://www.flickr.com/search/?text=Manado%20Town%20Square%20(Mantos)%20Manado&license=0,,,,not asked,
0.1,0.03,4,Mozambique,Pemba,Paquitequete Fishing Village,pemba,1,https://www.flickr.com/search/?text=Paquitequete%20Fishing%20Village%20Pemba&license=0,,,,not asked,
0.1,0.03,4,Mozambique,Pemba,Artes Maconde Craft Cooperative,pemba,4,https://www.flickr.com/search/?text=Artes%20Maconde%20Craft%20Cooperative%20Pemba&license=0,,,,not asked,
0.1,0.03,4,Mozambique,Pemba,Chuiba Beach,pemba,5,https://www.flickr.com/search/?text=Chuiba%20Beach%20Pemba&license=0,,,,not asked,
0.1,0.03,4,Mozambique,Pemba,Mercado Municipal de Pemba,pemba,9,https://www.flickr.com/search/?text=Mercado%20Municipal%20de%20Pemba%20Pemba&license=0,,,,not asked,
0.1,0.12,1,Philippines,Davao,Bankerohan Public Market,davao,7,https://www.flickr.com/search/?text=Bankerohan%20Public%20Market%20Davao&license=0,,,,not asked,
0.1,0.06,2,Senegal,Saint-Louis,Musée de la Photographie (MuPho),saint-louis,7,https://www.flickr.com/search/?text=Musée%20de%20la%20Photographie%20(MuPho)%20Saint-Louis&license=0,,,,not asked,
0.1,0.06,2,Senegal,Saint-Louis,Quai Roume Market,saint-louis,9,https://www.flickr.com/search/?text=Quai%20Roume%20Market%20Saint-Louis&license=0,,,,not asked,
0.1,0.12,1,St. Kitts and Nevis,Basseterre,Timothy Hill Overlook,basseterre,9,https://www.flickr.com/search/?text=Timothy%20Hill%20Overlook%20Basseterre&license=0,,,,not asked,
0.1,0.02,6,Turks and Caicos Islands,Cockburn Town,Front Street and Duke Street historic district,cockburn-town,1,https://www.flickr.com/search/?text=Front%20Street%20and%20Duke%20Street%20historic%20district%20Cockburn%20Town&license=0,,,,not asked,
0.1,0.02,6,Turks and Caicos Islands,Cockburn Town,Governor's Beach,cockburn-town,3,https://www.flickr.com/search/?text=Governor's%20Beach%20Cockburn%20Town&license=0,,,,not asked,
0.1,0.02,6,Turks and Caicos Islands,Cockburn Town,Columbus Landfall National Park,cockburn-town,4,https://www.flickr.com/search/?text=Columbus%20Landfall%20National%20Park%20Cockburn%20Town&license=0,,,,not asked,
0.1,0.02,6,Turks and Caicos Islands,Cockburn Town,Her Majesty's Prison,cockburn-town,5,https://www.flickr.com/search/?text=Her%20Majesty's%20Prison%20Cockburn%20Town&license=0,,,,not asked,
0.1,0.02,6,Turks and Caicos Islands,Cockburn Town,Gibbs Cay,cockburn-town,7,https://www.flickr.com/search/?text=Gibbs%20Cay%20Cockburn%20Town&license=0,,,,not asked,
0.1,0.02,6,Turks and Caicos Islands,Cockburn Town,Pillory Beach,cockburn-town,9,https://www.flickr.com/search/?text=Pillory%20Beach%20Cockburn%20Town&license=0,,,,not asked,
0.1,0.02,6,Western Sahara,Laayoune,Moulay Abdel Aziz Grand Mosque,laayoune,0,https://www.flickr.com/search/?text=Moulay%20Abdel%20Aziz%20Grand%20Mosque%20Laayoune&license=0,,,,not asked,
0.1,0.02,6,Western Sahara,Laayoune,Colline aux Oiseaux,laayoune,3,https://www.flickr.com/search/?text=Colline%20aux%20Oiseaux%20Laayoune&license=0,,,,not asked,
0.1,0.02,6,Western Sahara,Laayoune,Old Spanish Quarter (Colonial Lower Town),laayoune,5,https://www.flickr.com/search/?text=Old%20Spanish%20Quarter%20(Colonial%20Lower%20Town)%20Laayoune&license=0,,,,not asked,
0.1,0.02,6,Western Sahara,Laayoune,Souk Djemal (camel market district),laayoune,6,https://www.flickr.com/search/?text=Souk%20Djemal%20(camel%20market%20district)%20Laayoune&license=0,,,,not asked,
0.1,0.02,6,Western Sahara,Laayoune,Ensemble Artisanal (craft complex),laayoune,7,https://www.flickr.com/search/?text=Ensemble%20Artisanal%20(craft%20complex)%20Laayoune&license=0,,,,not asked,
0.1,0.02,6,Western Sahara,Laayoune,Souk ez-Zaj,laayoune,9,https://www.flickr.com/search/?text=Souk%20ez-Zaj%20Laayoune&license=0,,,,not asked,
0.1,0.05,2,Central African Republic,Bangui,PK5 Central Mosque,bangui,7,https://www.flickr.com/search/?text=PK5%20Central%20Mosque%20Bangui&license=0,,,,not asked,
0.1,0.05,2,Central African Republic,Bangui,Palais de la Renaissance (Presidential Palace),bangui,8,https://www.flickr.com/search/?text=Palais%20de%20la%20Renaissance%20(Presidential%20Palace)%20Bangui&license=0,,,,not asked,
0.1,0.1,1,China,Kashgar,Mor Pagoda (Mo'er Buddhist Stupa),kashgar,7,https://www.flickr.com/search/?text=Mor%20Pagoda%20(Mo'er%20Buddhist%20Stupa)%20Kashgar&license=0,,,,not asked,
0.1,0.05,2,Dominica,Roseau,Champagne Reef,roseau,5,https://www.flickr.com/search/?text=Champagne%20Reef%20Roseau&license=0,,,,not asked,
0.1,0.1,1,Japan,Hirosaki,Nakacho Samurai District (Ishiba Residence),hirosaki,9,https://www.flickr.com/search/?text=Nakacho%20Samurai%20District%20(Ishiba%20Residence)%20Hirosaki&license=0,,,,not asked,
0.1,0.1,1,Liberia,Monrovia,Centennial Pavilion,monrovia,2,https://www.flickr.com/search/?text=Centennial%20Pavilion%20Monrovia&license=0,,,,not asked,
0.1,0.1,1,Türkiye,Mardin,Revaklı Çarşı (Old Bazaar),mardin,9,https://www.flickr.com/search/?text=Revaklı%20Çarşı%20(Old%20Bazaar)%20Mardin&license=0,,,,not asked,
0.1,0.1,1,Zimbabwe,Bulawayo,Mzilikazi Arts & Crafts Centre,bulawayo,8,https://www.flickr.com/search/?text=Mzilikazi%20Arts%20&%20Crafts%20Centre%20Bulawayo&license=0,,,,not asked,
0.1,0.03,3,Sudan,Port Sudan,Shaab Rumi Reef and Precontinent II,port-sudan,1,https://www.flickr.com/search/?text=Shaab%20Rumi%20Reef%20and%20Precontinent%20II%20Port%20Sudan&license=0,,,,not asked,
0.1,0.03,3,Sudan,Port Sudan,Arous Village,port-sudan,4,https://www.flickr.com/search/?text=Arous%20Village%20Port%20Sudan&license=0,,,,not asked,
0.1,0.03,3,Sudan,Port Sudan,Towartit Reefs,port-sudan,5,https://www.flickr.com/search/?text=Towartit%20Reefs%20Port%20Sudan&license=0,,,,not asked,
0.1,0.09,1,Vanuatu,Port Vila,Rentapao (Teouma) Blue Hole,port-vila,8,https://www.flickr.com/search/?text=Rentapao%20(Teouma)%20Blue%20Hole%20Port%20Vila&license=0,,,,not asked,
0.1,0.02,4,China,Enshi,Qingjiang River Cruise (Butterfly Cliff),enshi,3,https://www.flickr.com/search/?text=Qingjiang%20River%20Cruise%20(Butterfly%20Cliff)%20Enshi&license=0,,,,not asked,
0.1,0.02,4,China,Enshi,Shiziguan Floating Bridge,enshi,5,https://www.flickr.com/search/?text=Shiziguan%20Floating%20Bridge%20Enshi&license=0,,,,not asked,
0.1,0.02,4,China,Enshi,Qingjiang Wind-Rain Bridge,enshi,8,https://www.flickr.com/search/?text=Qingjiang%20Wind-Rain%20Bridge%20Enshi&license=0,,,,not asked,
0.1,0.02,4,China,Enshi,Yumu Village (Yumuzhai),enshi,9,https://www.flickr.com/search/?text=Yumu%20Village%20(Yumuzhai)%20Enshi&license=0,,,,not asked,
0.1,0.08,1,China,Luoyang,Lijing Gate and Luoyang Old Town,luoyang,3,https://www.flickr.com/search/?text=Lijing%20Gate%20and%20Luoyang%20Old%20Town%20Luoyang&license=0,,,,not asked,
0.1,0.04,2,Ethiopia,Bahir Dar,Bezawit Hill (Haile Selassie Palace Viewpoint),bahir-dar,4,https://www.flickr.com/search/?text=Bezawit%20Hill%20(Haile%20Selassie%20Palace%20Viewpoint)%20Bahir%20Dar&license=0,,,,not asked,
0.1,0.04,2,Ethiopia,Bahir Dar,Tana Kirkos Island,bahir-dar,7,https://www.flickr.com/search/?text=Tana%20Kirkos%20Island%20Bahir%20Dar&license=0,,,,not asked,
0.1,0.08,1,Ghana,Kumasi,Prempeh II Jubilee Museum,kumasi,3,https://www.flickr.com/search/?text=Prempeh%20II%20Jubilee%20Museum%20Kumasi&license=0,,,,not asked,
0.1,0.08,1,Israel,Eilat,Eilat Birdwatching Park (IBRCE),eilat,8,https://www.flickr.com/search/?text=Eilat%20Birdwatching%20Park%20(IBRCE)%20Eilat&license=0,,,,not asked,
0.1,0.08,1,Peru,Iquitos,Amazon Rescue Center (CREA),iquitos,5,https://www.flickr.com/search/?text=Amazon%20Rescue%20Center%20(CREA)%20Iquitos&license=0,,,,not asked,
0.1,0.04,2,Senegal,Ziguinchor,Marché Saint-Maur-des-Fossés,ziguinchor,1,https://www.flickr.com/search/?text=Marché%20Saint-Maur-des-Fossés%20Ziguinchor&license=0,,,,not asked,
0.1,0.04,2,Senegal,Ziguinchor,Boulevard du Général de Gaulle,ziguinchor,9,https://www.flickr.com/search/?text=Boulevard%20du%20Général%20de%20Gaulle%20Ziguinchor&license=0,,,,not asked,
0.1,0.07,1,Papua New Guinea,Port Moresby,Loloata Island,port-moresby,9,https://www.flickr.com/search/?text=Loloata%20Island%20Port%20Moresby&license=0,,,,not asked,
0.1,0.07,1,Peru,Trujillo,Museo de Arqueología de la Universidad de Trujillo,trujillo,8,https://www.flickr.com/search/?text=Museo%20de%20Arqueología%20de%20la%20Universidad%20de%20Trujillo%20Trujillo&license=0,,,,not asked,
0.1,0.06,1,Brazil,Maceió,Mirante da Sereia,maceio,4,https://www.flickr.com/search/?text=Mirante%20da%20Sereia%20Maceió&license=0,,,,not asked,
0.1,0.06,1,China,Wuyishan,Impression Da Hong Pao,wuyishan,8,https://www.flickr.com/search/?text=Impression%20Da%20Hong%20Pao%20Wuyishan&license=0,,,,not asked,
0.1,0.06,1,China,Zhoushan,Dinghai Ancient City,zhoushan,8,https://www.flickr.com/search/?text=Dinghai%20Ancient%20City%20Zhoushan&license=0,,,,not asked,
0.1,0.03,2,Comoros,Moroni,Palais du Peuple (Beit Salam),moroni,5,https://www.flickr.com/search/?text=Palais%20du%20Peuple%20(Beit%20Salam)%20Moroni&license=0,,,,not asked,
0.1,0.03,2,Comoros,Moroni,Itsandra Beach and Palace Ruins,moroni,6,https://www.flickr.com/search/?text=Itsandra%20Beach%20and%20Palace%20Ruins%20Moroni&license=0,,,,not asked,
0.1,0.02,3,Cuba,Baracoa,Yumurí Canyon,baracoa,4,https://www.flickr.com/search/?text=Yumurí%20Canyon%20Baracoa&license=0,,,,not asked,
0.1,0.02,3,Cuba,Baracoa,Castillo de Seboruco,baracoa,6,https://www.flickr.com/search/?text=Castillo%20de%20Seboruco%20Baracoa&license=0,,,,not asked,
0.1,0.02,3,Cuba,Baracoa,Cueva del Paraíso (Museo Arqueológico),baracoa,8,https://www.flickr.com/search/?text=Cueva%20del%20Paraíso%20(Museo%20Arqueológico)%20Baracoa&license=0,,,,not asked,
0.1,0.02,3,Equatorial Guinea,Malabo,Plaza de la Independencia,malabo,1,https://www.flickr.com/search/?text=Plaza%20de%20la%20Independencia%20Malabo&license=0,,,,not asked,
0.1,0.02,3,Equatorial Guinea,Malabo,Parque de la Amistad (Friendship Park),malabo,4,https://www.flickr.com/search/?text=Parque%20de%20la%20Amistad%20(Friendship%20Park)%20Malabo&license=0,,,,not asked,
0.1,0.02,3,Equatorial Guinea,Malabo,Luba (Concepción) Coastal Town,malabo,9,https://www.flickr.com/search/?text=Luba%20(Concepción)%20Coastal%20Town%20Malabo&license=0,,,,not asked,
0.1,0.06,1,Ghana,Cape Coast,Assin Manso Ancestral Slave River Site,cape-coast,7,https://www.flickr.com/search/?text=Assin%20Manso%20Ancestral%20Slave%20River%20Site%20Cape%20Coast&license=0,,,,not asked,
0.1,0.06,1,Greenland,Nuuk,Myggedalen Viewpoint,nuuk,9,https://www.flickr.com/search/?text=Myggedalen%20Viewpoint%20Nuuk&license=0,,,,not asked,
0.1,0.03,2,Guinea-Bissau,Bissau,Bissau Velho (Old Bissau) Waterfront,bissau,7,https://www.flickr.com/search/?text=Bissau%20Velho%20(Old%20Bissau)%20Waterfront%20Bissau&license=0,,,,not asked,
0.1,0.06,1,Mayotte,Mamoudzou,Coconi Botanical Garden (Jardin Botanique de Coconi),mamoudzou,8,https://www.flickr.com/search/?text=Coconi%20Botanical%20Garden%20(Jardin%20Botanique%20de%20Coconi)%20Mamoudzou&license=0,,,,not asked,
0.1,0.02,3,Nigeria,Ibadan,Oyo State Museum of Natural History,ibadan,7,https://www.flickr.com/search/?text=Oyo%20State%20Museum%20of%20Natural%20History%20Ibadan&license=0,,,,not asked,
0.1,0.02,3,Nigeria,Ibadan,Ibadan's Seven Hills Viewpoints,ibadan,9,https://www.flickr.com/search/?text=Ibadan's%20Seven%20Hills%20Viewpoints%20Ibadan&license=0,,,,not asked,
0.1,0.06,1,Palestine,Hebron,Ramat al-Khalil (Ancient Mamre),hebron,6,https://www.flickr.com/search/?text=Ramat%20al-Khalil%20(Ancient%20Mamre)%20Hebron&license=0,,,,not asked,
0.1,0.05,1,Bangladesh,Cox's Bazar,Aggmeda Khyang,cox-s-bazar,4,https://www.flickr.com/search/?text=Aggmeda%20Khyang%20Cox's%20Bazar&license=0,,,,not asked,
0.1,0.05,1,Brazil,Guarujá,Mirante da Campina (Campina Hill Lookout),guaruja,9,https://www.flickr.com/search/?text=Mirante%20da%20Campina%20(Campina%20Hill%20Lookout)%20Guarujá&license=0,,,,not asked,
0.1,0.05,1,Brazil,Porto Seguro,Memorial da Epopeia do Descobrimento,porto-seguro,3,https://www.flickr.com/search/?text=Memorial%20da%20Epopeia%20do%20Descobrimento%20Porto%20Seguro&license=0,,,,not asked,
0.1,0.05,1,Côte d'Ivoire,Yamoussoukro,Abokouamekro Game Reserve,yamoussoukro,8,https://www.flickr.com/search/?text=Abokouamekro%20Game%20Reserve%20Yamoussoukro&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Fujikawa Maru,weno,0,https://www.flickr.com/search/?text=Fujikawa%20Maru%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,San Francisco Maru,weno,1,https://www.flickr.com/search/?text=San%20Francisco%20Maru%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Shinkoku Maru,weno,2,https://www.flickr.com/search/?text=Shinkoku%20Maru%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Nefo Cave,weno,3,https://www.flickr.com/search/?text=Nefo%20Cave%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Mount Tonaachaw,weno,4,https://www.flickr.com/search/?text=Mount%20Tonaachaw%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Tonotan Guns and Caves,weno,5,https://www.flickr.com/search/?text=Tonotan%20Guns%20and%20Caves%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Wiichen Men's Meetinghouse,weno,6,https://www.flickr.com/search/?text=Wiichen%20Men's%20Meetinghouse%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Xavier High School,weno,7,https://www.flickr.com/search/?text=Xavier%20High%20School%20Weno&license=0,,,,not asked,
0.1,0.01,5,Federated States of Micronesia,Weno,Kimiuo Aisek Memorial Museum,weno,8,https://www.flickr.com/search/?text=Kimiuo%20Aisek%20Memorial%20Museum%20Weno&license=0,,,,not asked,
0.1,0.05,1,Indonesia,Makassar,Center Point of Indonesia (CPI),makassar,7,https://www.flickr.com/search/?text=Center%20Point%20of%20Indonesia%20(CPI)%20Makassar&license=0,,,,not asked,
0.1,0.05,1,Tonga,Nuku'alofa,International Dateline Marker,nuku-alofa,8,https://www.flickr.com/search/?text=International%20Dateline%20Marker%20Nuku'alofa&license=0,,,,not asked,
0.0,0.01,4,Afghanistan,Bamyan,Dara-e Ajdahar (Dragon Valley),bamyan,4,https://www.flickr.com/search/?text=Dara-e%20Ajdahar%20(Dragon%20Valley)%20Bamyan&license=0,,,,not asked,
0.0,0.01,4,Afghanistan,Bamyan,Kakrak Valley Buddha Niche,bamyan,5,https://www.flickr.com/search/?text=Kakrak%20Valley%20Buddha%20Niche%20Bamyan&license=0,,,,not asked,
0.0,0.01,4,Afghanistan,Bamyan,Foladi Valley Caves,bamyan,6,https://www.flickr.com/search/?text=Foladi%20Valley%20Caves%20Bamyan&license=0,,,,not asked,
0.0,0.01,4,Afghanistan,Bamyan,Bamyan Cliff Monastic Caves,bamyan,8,https://www.flickr.com/search/?text=Bamyan%20Cliff%20Monastic%20Caves%20Bamyan&license=0,,,,not asked,
0.0,0.01,4,Bangladesh,Saint Martin's Island,West Beach,saint-martin-s-island,1,https://www.flickr.com/search/?text=West%20Beach%20Saint%20Martin's%20Island&license=0,,,,not asked,
0.0,0.01,4,Bangladesh,Saint Martin's Island,Coral Beach (East Beach),saint-martin-s-island,2,https://www.flickr.com/search/?text=Coral%20Beach%20(East%20Beach)%20Saint%20Martin's%20Island&license=0,,,,not asked,
0.0,0.01,4,Bangladesh,Saint Martin's Island,Shomudro Bilash (Humayun Ahmed's House),saint-martin-s-island,3,https://www.flickr.com/search/?text=Shomudro%20Bilash%20(Humayun%20Ahmed's%20House)%20Saint%20Martin's%20Island&license=0,,,,not asked,
0.0,0.01,4,Bangladesh,Saint Martin's Island,Dakhinpara (Southern Village),saint-martin-s-island,8,https://www.flickr.com/search/?text=Dakhinpara%20(Southern%20Village)%20Saint%20Martin's%20Island&license=0,,,,not asked,
0.0,0.04,1,Benin,Porto-Novo,Marché International d'Ouando,porto-novo,9,https://www.flickr.com/search/?text=Marché%20International%20d'Ouando%20Porto-Novo&license=0,,,,not asked,
0.0,0.02,2,China,Kangding,Erdaoqiao Hot Springs,kangding,7,https://www.flickr.com/search/?text=Erdaoqiao%20Hot%20Springs%20Kangding&license=0,,,,not asked,
0.0,0.02,2,China,Kangding,Kangding Old Town and Zheduo River Squares,kangding,8,https://www.flickr.com/search/?text=Kangding%20Old%20Town%20and%20Zheduo%20River%20Squares%20Kangding&license=0,,,,not asked,
0.0,0.02,2,DR Congo,Goma,Virunga Market and Birere District,goma,8,https://www.flickr.com/search/?text=Virunga%20Market%20and%20Birere%20District%20Goma&license=0,,,,not asked,
0.0,0.02,2,DR Congo,Goma,Grande Barrière Border Crossing,goma,9,https://www.flickr.com/search/?text=Grande%20Barrière%20Border%20Crossing%20Goma&license=0,,,,not asked,
0.0,0.04,1,Ethiopia,Gondar,Ras Gimb Palace Museum,gondar,5,https://www.flickr.com/search/?text=Ras%20Gimb%20Palace%20Museum%20Gondar&license=0,,,,not asked,
0.0,0.04,1,India,Tirupati,Sri Venkateswara Gosamrakshanashala,tirupati,9,https://www.flickr.com/search/?text=Sri%20Venkateswara%20Gosamrakshanashala%20Tirupati&license=0,,,,not asked,
0.0,0.02,2,Kenya,Lamu,German Post Office Museum,lamu,7,https://www.flickr.com/search/?text=German%20Post%20Office%20Museum%20Lamu&license=0,,,,not asked,
0.0,0.02,2,Kenya,Lamu,Harambee Avenue,lamu,9,https://www.flickr.com/search/?text=Harambee%20Avenue%20Lamu&license=0,,,,not asked,
0.0,0.01,4,Marshall Islands,Majuro,WWII Japanese Bunkers and Relics,majuro,2,https://www.flickr.com/search/?text=WWII%20Japanese%20Bunkers%20and%20Relics%20Majuro&license=0,,,,not asked,
0.0,0.01,4,Marshall Islands,Majuro,Uliga District Waterfront,majuro,5,https://www.flickr.com/search/?text=Uliga%20District%20Waterfront%20Majuro&license=0,,,,not asked,
0.0,0.01,4,Marshall Islands,Majuro,Rita Point,majuro,7,https://www.flickr.com/search/?text=Rita%20Point%20Majuro&license=0,,,,not asked,
0.0,0.01,4,Marshall Islands,Majuro,Assumption of Mary Catholic Church,majuro,9,https://www.flickr.com/search/?text=Assumption%20of%20Mary%20Catholic%20Church%20Majuro&license=0,,,,not asked,
0.0,0.03,1,Algeria,Tamanrasset,Maison de l'Artisanat,tamanrasset,8,https://www.flickr.com/search/?text=Maison%20de%20l'Artisanat%20Tamanrasset&license=0,,,,not asked,
0.0,0.01,3,Algeria,Timimoun,Hôtel de l'Oasis Rouge,timimoun,2,https://www.flickr.com/search/?text=Hôtel%20de%20l'Oasis%20Rouge%20Timimoun&license=0,,,,not asked,
0.0,0.01,3,China,Fenghuang,North Gate Tower (Bei Men),fenghuang,4,https://www.flickr.com/search/?text=North%20Gate%20Tower%20(Bei%20Men)%20Fenghuang&license=0,,,,not asked,
0.0,0.01,3,China,Fenghuang,Longevity Palace (Wanshou Gong),fenghuang,7,https://www.flickr.com/search/?text=Longevity%20Palace%20(Wanshou%20Gong)%20Fenghuang&license=0,,,,not asked,
0.0,0.01,3,China,Fenghuang,Yang Family Ancestral Hall,fenghuang,8,https://www.flickr.com/search/?text=Yang%20Family%20Ancestral%20Hall%20Fenghuang&license=0,,,,not asked,
0.0,0.03,1,Ethiopia,Lalibela,Asheton Maryam Monastery,lalibela,6,https://www.flickr.com/search/?text=Asheton%20Maryam%20Monastery%20Lalibela&license=0,,,,not asked,
0.0,0.03,1,Indonesia,Banda Aceh,Lampulo Boat on the Roof,banda-aceh,3,https://www.flickr.com/search/?text=Lampulo%20Boat%20on%20the%20Roof%20Banda%20Aceh&license=0,,,,not asked,
0.0,0.01,3,Mali,Timbuktu,Well of Old Bouctou,timbuktu,7,https://www.flickr.com/search/?text=Well%20of%20Old%20Bouctou%20Timbuktu&license=0,,,,not asked,
0.0,0.01,3,Mali,Timbuktu,Flame of Peace Monument,timbuktu,8,https://www.flickr.com/search/?text=Flame%20of%20Peace%20Monument%20Timbuktu&license=0,,,,not asked,
0.0,0.01,3,Mali,Timbuktu,Grand Marché and Saharan Dunes,timbuktu,9,https://www.flickr.com/search/?text=Grand%20Marché%20and%20Saharan%20Dunes%20Timbuktu&license=0,,,,not asked,
0.0,0.01,3,Montserrat,Brades,Jack Boy Hill Viewpoint,brades,3,https://www.flickr.com/search/?text=Jack%20Boy%20Hill%20Viewpoint%20Brades&license=0,,,,not asked,
0.0,0.01,3,Montserrat,Brades,Montserrat National Trust Botanic Garden,brades,6,https://www.flickr.com/search/?text=Montserrat%20National%20Trust%20Botanic%20Garden%20Brades&license=0,,,,not asked,
0.0,0.01,3,Montserrat,Brades,Runaway Ghaut,brades,8,https://www.flickr.com/search/?text=Runaway%20Ghaut%20Brades&license=0,,,,not asked,
0.0,0.01,3,Niger,Agadez,Sultan's Palace,agadez,2,https://www.flickr.com/search/?text=Sultan's%20Palace%20Agadez&license=0,,,,not asked,
0.0,0.01,3,Niger,Agadez,Maison de Heinrich Barth,agadez,4,https://www.flickr.com/search/?text=Maison%20de%20Heinrich%20Barth%20Agadez&license=0,,,,not asked,
0.0,0.01,3,Niger,Agadez,Camel Market,agadez,6,https://www.flickr.com/search/?text=Camel%20Market%20Agadez&license=0,,,,not asked,
0.0,0.03,1,Pakistan,Mingora,Mingora Bazaar,mingora,8,https://www.flickr.com/search/?text=Mingora%20Bazaar%20Mingora&license=0,,,,not asked,
0.0,0.03,1,Palestine,Nablus,Hammam al-Shifa,nablus,7,https://www.flickr.com/search/?text=Hammam%20al-Shifa%20Nablus&license=0,,,,not asked,
0.0,0.03,1,Philippines,Legaspi,Japanese Tunnel (Legazpi),legaspi,8,https://www.flickr.com/search/?text=Japanese%20Tunnel%20(Legazpi)%20Legaspi&license=0,,,,not asked,
0.0,0.03,1,Russia,Sergiyev Posad,Blinnaya Gora (Pancake Hill) Viewpoint,sergiyev-posad,7,https://www.flickr.com/search/?text=Blinnaya%20Gora%20(Pancake%20Hill)%20Viewpoint%20Sergiyev%20Posad&license=0,,,,not asked,
0.0,0.02,1,Algeria,Djanet,Tin Merzouga Dune,djanet,5,https://www.flickr.com/search/?text=Tin%20Merzouga%20Dune%20Djanet&license=0,,,,not asked,
0.0,0.02,1,China,Jianshui,Zitao Street (Purple Pottery Street),jianshui,9,https://www.flickr.com/search/?text=Zitao%20Street%20(Purple%20Pottery%20Street)%20Jianshui&license=0,,,,not asked,
0.0,0.02,1,Ethiopia,Harar,Mekina Girgir (Sewing Machine Street),harar,9,https://www.flickr.com/search/?text=Mekina%20Girgir%20(Sewing%20Machine%20Street)%20Harar&license=0,,,,not asked,
0.0,0.01,2,Ethiopia,Mek'ele,Abraha Castle,mek-ele,2,https://www.flickr.com/search/?text=Abraha%20Castle%20Mek'ele&license=0,,,,not asked,
0.0,0.01,2,Ethiopia,Mek'ele,Kedamay Weyane Market,mek-ele,4,https://www.flickr.com/search/?text=Kedamay%20Weyane%20Market%20Mek'ele&license=0,,,,not asked,
0.0,0.01,2,Nauru,Yaren,Command Ridge,yaren,1,https://www.flickr.com/search/?text=Command%20Ridge%20Yaren&license=0,,,,not asked,
0.0,0.01,2,Nauru,Yaren,Nauru Secondary School War Memorial,yaren,8,https://www.flickr.com/search/?text=Nauru%20Secondary%20School%20War%20Memorial%20Yaren&license=0,,,,not asked,
0.0,0.02,1,Pakistan,Gilgit,Chinar Bagh,gilgit,3,https://www.flickr.com/search/?text=Chinar%20Bagh%20Gilgit&license=0,,,,not asked,
0.0,0.02,1,Russia,Vladimir,"Trinity Church (Crystal, Lacquer Miniatures and Embroidery Museum)",vladimir,9,"https://www.flickr.com/search/?text=Trinity%20Church%20(Crystal,%20Lacquer%20Miniatures%20and%20Embroidery%20Museum)%20Vladimir&license=0",,,,not asked,
0.0,0.02,1,Saint Pierre and Miquelon,Saint-Pierre,Quai de la République Waterfront,saint-pierre,9,https://www.flickr.com/search/?text=Quai%20de%20la%20République%20Waterfront%20Saint-Pierre&license=0,,,,not asked,
0.0,0.02,1,Solomon Islands,Honiara,Betikama War Relics Museum,honiara,8,https://www.flickr.com/search/?text=Betikama%20War%20Relics%20Museum%20Honiara&license=0,,,,not asked,
0.0,0.35,0,Cyprus,Nicosia,Shacolas Tower Museum and Observatory,nicosia,6,https://www.flickr.com/search/?text=Shacolas%20Tower%20Museum%20and%20Observatory%20Nicosia&license=0,,,,not asked,
0.0,0.07,0,Palau,Koror,German Channel,koror,3,https://www.flickr.com/search/?text=German%20Channel%20Koror&license=0,,,,not asked,
0.0,0.07,0,Palau,Koror,Milky Way,koror,4,https://www.flickr.com/search/?text=Milky%20Way%20Koror&license=0,,,,not asked,
0.0,0.07,0,Palau,Koror,Peleliu Battlefield,koror,9,https://www.flickr.com/search/?text=Peleliu%20Battlefield%20Koror&license=0,,,,not asked,
